game_age,owners_mean,total_reviews,positive_ratio,num_languages,num_genres,windows,mac,linux,dlc_count,genre_Indie,genre_Action,genre_Adventure,genre_Casual,genre_RPG,genre_Strategy,genre_Simulation,precos_categorizados
7,10000.0,4,0.25,2,3,1,0,0,0,0,1,1,0,0,0,1,alto
9,35000.0,562,0.905693950177936,1,3,1,1,1,1,1,0,1,1,0,0,0,alto
7,10000.0,115,0.7565217391304347,1,3,1,0,0,0,1,0,1,1,0,0,0,baixo
2,10000.0,4,1.0,1,3,1,0,0,0,1,0,1,1,0,0,0,medio_baixo
1,10000.0,0,0.0,30,5,1,0,0,3,1,0,1,1,0,1,1,medio_alto
1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
6,10000.0,30,0.5333333333333333,1,3,1,1,0,0,1,0,1,0,0,1,0,baixo
3,10000.0,11,0.9090909090909091,6,3,1,0,0,0,1,0,0,1,0,1,0,medio_alto
3,10000.0,8,0.875,1,3,1,0,0,0,1,1,1,0,0,0,0,baixo
4,10000.0,3,1.0,2,3,1,0,0,0,1,1,0,1,0,0,0,medio_alto
8,10000.0,6,0.8333333333333334,6,5,1,1,0,0,1,1,0,1,0,0,0,medio_alto
5,10000.0,5,0.8,1,1,1,0,0,0,1,0,0,0,0,0,0,gratuito
1,10000.0,0,0.0,7,3,1,0,0,0,1,0,0,1,0,1,0,alto
6,35000.0,1,1.0,1,2,1,1,0,0,1,1,0,0,0,0,0,medio_baixo
1,10000.0,0,0.0,3,3,1,0,0,0,1,0,0,1,0,0,1,baixo
5,10000.0,20,0.2,1,4,1,0,0,0,1,1,1,0,0,0,1,baixo
1,0.0,0,0.0,1,4,1,0,0,0,0,1,1,0,1,0,0,gratuito
7,10000.0,20,0.45,4,3,1,1,0,2,0,0,0,1,0,0,1,baixo
5,75000.0,695,0.9913669064748202,2,6,1,0,0,0,1,0,1,1,1,0,1,gratuito
1,0.0,0,0.0,16,2,1,0,1,1,0,1,0,0,0,0,0,gratuito
4,10000.0,0,0.0,1,3,1,0,0,0,1,1,1,0,0,0,0,alto
1,10000.0,6,0.16666666666666666,4,2,1,0,0,0,1,0,0,0,0,0,1,medio_alto
8,10000.0,18,0.7777777777777778,1,4,1,0,1,1,1,1,0,1,0,1,0,baixo
5,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
8,10000.0,25,0.6,1,3,1,0,0,1,1,0,0,1,0,0,0,baixo
5,35000.0,523,0.9445506692160612,1,3,1,0,0,1,1,0,0,1,0,0,1,alto
4,10000.0,4,1.0,1,2,1,0,0,0,1,0,0,1,0,0,0,medio_baixo
7,10000.0,28,0.9285714285714286,1,1,1,0,0,0,0,1,0,0,0,0,0,baixo
1,10000.0,0,0.0,1,2,0,1,1,0,1,0,0,1,0,0,0,medio_alto
5,10000.0,76,0.7105263157894737,3,3,1,0,0,0,1,1,0,0,0,0,0,medio_alto
1,0.0,0,0.0,76,2,1,0,0,1,1,0,0,1,0,0,0,medio_alto
4,0.0,0,0.0,1,3,1,0,0,0,0,0,0,1,0,1,0,gratuito
9,10000.0,15,1.0,1,5,1,0,0,0,1,1,0,0,0,0,1,medio_alto
2,10000.0,4,1.0,1,2,1,1,1,0,1,1,0,0,0,0,0,alto
1,150000.0,20,1.0,21,2,1,0,0,0,1,0,0,1,0,0,0,medio_alto
1,10000.0,23,1.0,2,3,1,0,0,0,1,1,1,0,0,0,0,medio_baixo
1,10000.0,0,0.0,1,4,1,0,0,0,1,1,0,1,0,0,0,baixo
2,10000.0,18,0.5555555555555556,1,4,1,0,0,0,1,1,1,0,0,1,0,medio_baixo
11,35000.0,205,0.8048780487804879,1,6,1,0,0,12,1,1,1,0,1,1,1,medio_baixo
2,10000.0,37,0.972972972972973,8,3,1,0,0,0,1,0,0,1,0,1,0,baixo
8,150000.0,325,0.7507692307692307,2,5,1,0,1,0,0,0,0,0,0,0,0,alto
4,10000.0,4,1.0,1,4,1,0,0,0,1,0,1,0,1,1,0,medio_baixo
5,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
8,10000.0,212,0.7216981132075472,2,3,1,0,0,0,1,0,0,1,0,0,1,baixo
2,350000.0,30,1.0,12,3,1,0,0,1,1,1,1,0,0,0,0,alto
3,10000.0,1,1.0,1,2,1,0,0,0,1,0,1,0,0,0,0,medio_alto
3,10000.0,94,0.925531914893617,16,2,1,0,0,5,0,1,1,0,0,0,0,alto
2,10000.0,1,1.0,1,2,1,0,0,0,0,0,0,1,0,1,0,medio_baixo
5,10000.0,85,0.9647058823529412,1,4,1,0,0,0,1,1,1,0,1,0,0,alto
1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
2,10000.0,2,0.0,23,2,1,0,0,0,0,0,0,0,0,0,1,baixo
17,3500000.0,50661,0.953534276859912,1,0,1,0,0,0,0,0,0,0,0,0,0,medio_alto
15,75000.0,288,0.78125,7,5,1,1,0,1,1,1,0,1,0,1,1,medio_alto
3,0.0,0,0.0,2,1,1,0,0,1,0,0,0,0,0,1,0,gratuito
2,10000.0,0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,medio_baixo
6,10000.0,9,0.4444444444444444,3,4,1,1,0,0,1,0,1,1,0,1,0,alto
2,10000.0,2,0.5,19,3,1,0,0,0,1,0,1,1,0,0,0,medio_alto
2,0.0,0,0.0,1,2,1,1,0,0,1,0,0,0,1,0,0,gratuito
10,35000.0,8,0.5,3,1,1,1,0,0,0,0,0,0,0,1,0,medio_alto
7,10000.0,23,0.391304347826087,4,4,1,0,0,0,1,0,1,1,1,0,0,baixo
2,10000.0,1,1.0,4,1,1,0,0,0,0,0,1,0,0,0,0,baixo
5,10000.0,1,1.0,1,2,1,0,0,0,0,1,1,0,0,0,0,medio_baixo
4,0.0,0,0.0,1,2,1,1,0,0,0,0,1,0,0,0,0,gratuito
1,0.0,0,0.0,1,1,1,0,1,0,0,1,0,0,0,0,0,medio_baixo
2,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
5,35000.0,7,1.0,3,3,1,0,0,0,1,1,1,0,0,0,0,medio_alto
7,10000.0,227,0.2026431718061674,1,4,1,0,0,0,1,1,1,0,0,0,0,medio_alto
8,10000.0,69,0.6956521739130435,1,4,1,0,0,1,1,0,1,1,0,0,1,baixo
2,0.0,0,0.0,16,3,1,0,0,0,1,0,0,0,0,1,1,gratuito
1,35000.0,3,1.0,1,2,1,0,0,0,1,0,1,0,0,0,0,medio_alto
8,350000.0,3422,0.9172998246639392,4,2,1,0,0,2,0,1,1,0,0,0,0,alto
3,10000.0,1,1.0,1,2,1,0,0,0,1,0,1,0,0,0,0,medio_baixo
10,10000.0,64,0.515625,3,4,1,0,0,0,0,0,0,1,0,0,1,baixo
10,75000.0,244,0.7377049180327869,5,1,1,0,0,0,0,1,0,0,0,0,0,baixo
2,10000.0,5,0.6,2,2,1,0,0,0,1,0,1,0,0,0,0,medio_baixo
6,10000.0,30,0.9,1,5,1,0,1,0,1,0,1,1,0,1,0,gratuito
10,35000.0,70,0.4,1,3,1,0,0,0,1,0,1,1,0,0,0,medio_baixo
2,0.0,0,0.0,1,4,1,0,1,0,1,0,0,1,0,1,0,gratuito
8,10000.0,1,1.0,1,2,1,0,0,0,1,1,0,0,0,0,0,medio_baixo
9,10000.0,138,0.9202898550724637,3,2,1,0,0,1,1,0,1,0,0,0,0,baixo
5,10000.0,58,0.9655172413793104,2,3,1,0,0,0,1,0,1,1,0,0,0,medio_baixo
5,35000.0,13,1.0,1,2,1,0,1,0,0,0,1,0,1,0,0,baixo
9,10000.0,49,0.8367346938775511,1,5,1,0,0,0,1,1,1,1,0,0,1,alto
3,0.0,0,0.0,1,3,1,0,0,0,1,1,0,0,0,0,0,gratuito
3,10000.0,18,0.8888888888888888,1,4,1,0,1,0,1,0,1,0,1,0,1,medio_alto
3,10000.0,0,0.0,29,3,1,1,0,0,0,0,0,0,0,1,1,gratuito
10,150000.0,519,0.4682080924855491,1,2,1,0,0,0,1,1,0,0,0,0,0,medio_alto
8,10000.0,6,0.16666666666666666,1,1,1,0,0,0,0,0,0,0,0,0,0,medio_alto
5,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
2,10000.0,0,0.0,1,2,1,0,0,0,0,1,1,0,0,0,0,medio_alto
2,10000.0,0,0.0,1,2,1,1,1,0,0,0,0,1,0,0,1,alto
6,10000.0,38,0.8947368421052632,1,2,1,0,0,0,1,0,0,0,0,1,0,alto
5,10000.0,0,0.0,1,4,1,0,1,0,1,0,1,1,0,0,1,medio_baixo
17,75000.0,214,0.616822429906542,6,1,1,0,0,0,0,0,0,1,0,0,0,medio_baixo
3,10000.0,22,1.0,1,2,1,0,0,1,1,1,0,0,0,0,0,medio_alto
2,10000.0,481,0.9334719334719335,1,5,1,0,0,0,1,1,1,0,1,0,0,alto
1,10000.0,0,0.0,10,1,1,0,0,0,0,0,0,1,0,0,0,medio_baixo
2,10000.0,5,1.0,1,3,1,0,0,0,1,1,0,1,0,0,0,medio_alto
7,10000.0,4,1.0,1,2,1,0,0,0,1,0,0,1,0,0,0,baixo
4,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
2,10000.0,20,0.75,1,2,1,0,0,1,0,0,0,0,1,1,0,medio_baixo
2,35000.0,2,0.5,3,7,1,0,0,0,1,1,1,1,1,1,1,alto
2,0.0,0,0.0,103,3,1,0,0,0,1,0,0,1,0,0,0,gratuito
2,10000.0,0,0.0,1,3,1,0,0,0,1,0,0,1,0,0,1,medio_baixo
2,10000.0,14,1.0,1,3,1,0,0,0,1,1,0,1,0,0,0,alto
9,10000.0,1,0.0,1,2,1,0,0,0,1,1,0,0,0,0,0,medio_baixo
9,350000.0,6231,0.7443428021184401,6,3,1,0,0,3,0,1,0,0,0,1,1,medio_alto
2,35000.0,664,0.8057228915662651,8,2,1,0,0,39,0,1,0,0,1,0,0,alto
6,10000.0,1,1.0,1,2,1,0,0,0,0,0,0,1,0,1,0,baixo
12,10000.0,123,0.943089430894309,2,1,1,0,0,0,0,0,1,0,0,0,0,alto
6,35000.0,180,0.9166666666666666,1,5,1,0,0,0,1,0,0,1,0,1,1,gratuito
7,10000.0,13,0.23076923076923078,2,1,1,1,0,0,1,0,0,0,0,0,0,alto
1,10000.0,0,0.0,3,6,1,1,1,0,1,1,1,1,1,0,0,alto
5,10000.0,12,0.5833333333333334,1,3,1,0,0,0,1,0,0,1,0,0,0,gratuito
1,0.0,0,0.0,1,2,1,1,0,0,0,0,0,1,0,0,0,gratuito
8,10000.0,954,0.9287211740041929,4,3,1,1,1,4,1,0,1,1,0,0,0,alto
2,75000.0,1184,0.9307432432432432,14,4,1,1,1,0,1,0,0,1,0,1,1,medio_alto
1,75000.0,8,0.125,1,3,1,0,0,0,1,0,1,0,0,0,1,medio_baixo
4,10000.0,2,1.0,1,3,1,0,0,0,1,0,1,0,0,1,0,medio_alto
4,35000.0,108,0.9907407407407407,1,2,1,0,0,0,1,1,0,0,0,0,0,baixo
6,10000.0,5,0.8,1,3,1,0,0,0,1,1,0,0,1,0,0,medio_alto
11,35000.0,539,0.8905380333951762,1,2,1,0,0,1,1,0,1,0,0,0,0,baixo
7,10000.0,295,0.8372881355932204,17,2,1,0,0,0,1,0,0,0,0,0,1,alto
3,35000.0,1,1.0,2,4,1,0,0,0,1,1,0,1,1,0,0,medio_baixo
7,10000.0,89,0.7415730337078652,1,6,1,1,0,0,1,1,1,0,0,0,1,alto
1,0.0,0,0.0,2,7,1,0,0,0,1,1,1,1,1,0,0,gratuito
2,10000.0,0,0.0,1,3,1,0,0,0,1,0,0,1,0,0,1,alto
8,35000.0,436,0.7178899082568807,1,2,1,1,0,1,1,1,0,0,0,0,0,medio_baixo
3,10000.0,22,0.36363636363636365,2,2,1,0,1,0,1,0,0,0,0,0,1,baixo
9,10000.0,70,0.8571428571428571,11,2,1,1,0,0,1,0,0,1,0,0,0,medio_alto
2,10000.0,0,0.0,1,3,1,0,0,0,1,1,1,0,0,0,0,alto
1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
2,10000.0,2,1.0,10,5,1,0,0,0,1,0,1,1,0,1,1,alto
2,10000.0,0,0.0,1,3,1,0,0,0,1,0,1,1,0,0,0,medio_baixo
2,10000.0,0,0.0,13,5,1,0,0,0,1,0,0,1,0,1,1,gratuito
1,10000.0,7,1.0,1,3,1,0,0,0,1,1,1,0,0,0,0,baixo
4,10000.0,0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,baixo
4,35000.0,139,0.6618705035971223,1,4,1,1,1,0,1,0,1,1,1,0,0,medio_alto
5,0.0,0,0.0,3,2,1,0,1,0,1,1,0,0,0,0,0,gratuito
7,10000.0,157,0.8280254777070064,12,5,1,0,0,0,1,1,0,1,0,0,1,baixo
1,10000.0,0,0.0,1,3,1,0,1,0,1,0,0,1,0,0,1,alto
4,10000.0,21,0.6666666666666666,2,3,1,0,0,0,1,0,0,1,0,0,1,medio_baixo
2,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
2,10000.0,1,0.0,1,3,1,0,1,0,1,0,0,0,0,1,1,medio_alto
5,10000.0,30,0.6666666666666666,3,2,1,0,0,0,0,0,1,1,0,0,0,medio_baixo
6,75000.0,436,0.6743119266055045,12,3,1,0,0,0,1,1,1,0,0,0,0,medio_baixo
1,10000.0,4,1.0,7,2,1,0,0,0,0,0,0,1,0,0,1,medio_baixo
8,10000.0,1,1.0,2,4,1,0,0,0,0,1,0,1,1,0,0,medio_alto
2,35000.0,687,0.868995633187773,10,3,1,0,0,1,0,0,0,0,0,1,1,alto
2,75000.0,896,0.8348214285714286,9,4,1,0,0,1,1,0,0,0,0,1,1,alto
14,150000.0,501,0.5528942115768463,1,2,1,0,0,1,0,0,0,0,1,1,0,medio_baixo
1,10000.0,0,0.0,4,3,1,0,0,0,1,1,0,0,0,0,1,medio_baixo
3,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
6,10000.0,1649,0.9151000606428138,1,4,1,0,0,0,1,1,0,1,0,0,1,gratuito
9,35000000.0,240355,0.7556447754363338,11,7,1,0,0,0,0,0,1,1,0,0,1,gratuito
3,10000.0,58,0.8793103448275862,6,4,1,0,0,0,1,0,0,1,1,1,0,medio_baixo
1,10000.0,6,1.0,8,1,1,0,0,0,0,1,0,0,0,0,0,medio_baixo
5,75000.0,491,0.4989816700610998,6,3,1,1,1,0,1,0,0,0,1,1,0,medio_baixo
8,150000.0,3179,0.8486945580371186,1,3,1,1,0,0,1,0,0,0,0,1,1,medio_alto
4,10000.0,0,0.0,4,3,1,0,0,1,1,0,0,1,0,0,1,alto
3,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
10,10000.0,3,1.0,5,2,1,1,0,0,1,0,1,0,0,0,0,medio_alto
1,10000.0,0,0.0,27,3,1,0,0,0,1,1,0,1,0,0,0,medio_alto
4,0.0,0,0.0,35,5,1,0,1,0,1,1,0,1,0,0,1,gratuito
4,10000.0,0,0.0,29,4,1,0,0,0,0,1,1,1,0,0,1,baixo
2,10000.0,172,0.7965116279069767,3,3,1,0,0,0,1,1,0,1,0,0,0,alto
5,35000.0,569,0.8611599297012302,6,0,1,0,0,1,0,0,0,0,0,0,0,baixo
4,10000.0,20,1.0,1,3,1,0,0,0,1,1,1,0,0,0,0,baixo
3,10000.0,7,1.0,1,6,1,0,0,0,1,0,1,1,1,1,0,gratuito
3,10000.0,10,0.8,1,5,1,0,0,0,1,1,0,1,0,1,0,gratuito
4,10000.0,5,0.6,7,4,1,0,0,0,1,1,1,0,1,0,0,medio_baixo
4,10000.0,0,0.0,2,2,1,0,1,0,1,0,0,1,0,0,0,baixo
5,10000.0,0,0.0,9,2,1,0,1,0,1,0,0,1,0,0,0,baixo
6,10000.0,5,1.0,2,3,1,0,0,0,1,0,0,0,0,1,0,medio_alto
3,10000.0,369,0.6422764227642277,12,5,1,0,0,0,1,1,1,1,1,0,0,baixo
1,0.0,0,0.0,11,1,1,0,0,0,0,0,0,0,0,0,1,alto
11,75000.0,3719,0.9776821726270503,1,1,1,0,0,0,0,0,0,0,1,0,0,alto
1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
5,10000.0,20,0.9,1,3,1,0,0,1,1,1,0,1,0,0,0,baixo
1,10000.0,0,0.0,7,2,1,0,0,0,1,0,1,0,0,0,0,medio_baixo
1,10000.0,7,1.0,1,2,1,1,0,0,1,0,0,0,1,0,0,baixo
5,10000.0,1,1.0,1,3,1,0,0,0,1,1,0,1,0,0,0,baixo
3,10000.0,2,1.0,1,2,1,0,0,0,1,0,0,1,0,0,0,baixo
1,10000.0,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,medio_alto
5,10000.0,36,0.8333333333333334,3,2,1,0,0,0,1,0,1,0,0,0,0,baixo
1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
4,10000.0,2,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,medio_alto
4,10000.0,0,0.0,1,2,1,0,0,0,0,1,0,0,0,0,0,gratuito
3,10000.0,80,0.9625,2,4,1,0,0,0,0,0,1,1,1,1,0,alto
7,10000.0,6,1.0,1,3,1,0,1,0,1,0,0,1,0,1,0,medio_alto
1,10000.0,0,0.0,10,3,1,0,0,0,1,0,1,1,0,0,0,medio_baixo
5,75000.0,206,0.6553398058252428,2,1,1,0,0,0,0,0,0,0,0,0,1,medio_alto
1,10000.0,0,0.0,1,3,1,0,0,0,1,0,1,1,0,0,0,medio_alto
2,0.0,0,0.0,103,4,1,0,1,0,0,1,0,1,0,0,1,gratuito
4,10000.0,17,0.8823529411764706,1,1,1,0,0,0,0,0,1,0,0,0,0,alto
4,10000.0,12,0.5833333333333334,1,2,1,0,0,0,1,0,1,0,0,0,0,baixo
8,10000.0,35,0.8,1,2,1,0,0,8,1,0,0,0,0,0,0,gratuito
4,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
8,10000.0,33,0.5151515151515151,1,3,1,0,0,0,1,0,1,1,0,0,0,baixo
6,10000.0,30,0.6666666666666666,2,3,1,0,0,2,1,0,0,0,1,0,0,alto
10,10000.0,86,0.6511627906976745,1,1,1,0,1,0,0,0,0,0,0,1,0,gratuito
9,35000.0,251,0.9362549800796812,1,1,1,0,0,1,1,0,0,0,0,0,0,medio_alto
10,10000.0,7,0.5714285714285714,1,2,1,1,1,0,1,0,0,0,0,1,0,alto
6,10000.0,30,0.9,1,2,1,1,1,0,1,0,0,0,0,0,0,alto
9,10000.0,33,0.7878787878787878,1,2,1,1,1,0,1,1,0,0,0,0,0,baixo
1,0.0,0,0.0,9,3,1,0,0,0,1,1,0,1,0,0,0,medio_alto
1,0.0,0,0.0,8,5,1,0,0,0,1,1,1,1,1,0,0,alto
5,35000.0,357,0.8179271708683473,4,4,1,0,0,0,1,0,0,1,0,1,1,baixo
2,10000.0,4,1.0,1,2,1,0,0,0,1,0,0,1,0,0,0,alto
2,10000.0,2,1.0,11,3,1,0,0,0,1,0,0,1,0,0,0,medio_baixo
3,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
11,10000.0,102,0.7843137254901961,6,2,1,1,0,0,1,0,1,0,0,0,0,baixo
6,10000.0,0,0.0,1,3,1,1,1,0,1,0,1,0,1,0,0,alto
2,10000.0,0,0.0,1,1,1,1,0,0,0,1,0,0,0,0,0,baixo
2,10000.0,4,0.75,1,4,1,0,0,0,1,1,0,0,0,1,1,medio_baixo
5,10000.0,13,0.8461538461538461,1,1,1,1,0,0,1,0,0,0,0,0,0,medio_alto
6,10000.0,13,0.6923076923076923,23,3,1,0,0,0,1,1,1,0,0,0,0,baixo
2,0.0,0,0.0,47,7,1,0,0,0,1,0,0,1,1,1,1,gratuito
3,10000.0,18,0.6666666666666666,2,3,1,0,0,0,0,0,1,0,1,1,0,alto
7,10000.0,10,0.7,103,3,1,1,1,0,1,1,1,0,0,0,0,baixo
7,10000.0,22,0.9090909090909091,1,3,1,1,1,2,1,0,0,1,0,0,1,medio_alto
1,10000.0,0,0.0,1,2,1,0,0,3,0,0,0,0,0,1,0,gratuito
4,10000.0,23,0.8260869565217391,5,1,1,0,0,0,0,0,0,1,0,0,0,baixo
5,10000.0,0,0.0,1,2,1,0,0,0,1,0,0,0,0,1,0,medio_alto
2,10000.0,2,1.0,13,2,1,1,0,0,1,0,0,1,0,0,0,baixo
4,10000.0,19,0.8421052631578947,1,3,1,0,0,2,1,0,1,0,1,0,0,medio_alto
10,10000.0,83,0.7590361445783133,1,2,1,0,0,0,0,1,0,1,0,0,0,gratuito
2,0.0,0,0.0,103,2,1,0,0,0,1,0,0,1,0,0,0,baixo
4,10000.0,6,0.8333333333333334,1,4,1,0,0,0,1,1,0,0,0,0,1,medio_baixo
12,350000.0,11545,0.9463837158943266,14,2,1,1,0,18,0,1,0,0,0,1,0,medio_alto
6,10000.0,20,0.85,1,4,1,0,0,0,1,1,0,1,0,0,0,gratuito
5,150000.0,18,1.0,5,2,1,0,0,0,1,0,1,0,0,0,0,medio_baixo
8,10000.0,45,0.6222222222222222,1,2,1,0,0,0,1,1,0,0,0,0,0,alto
6,10000.0,8,0.875,2,1,1,0,0,0,0,0,0,1,0,0,0,baixo
3,10000.0,8,0.875,3,6,1,0,0,0,1,1,1,1,0,1,1,medio_alto
1,0.0,0,0.0,1,3,1,0,0,0,1,0,1,1,0,0,0,baixo
4,10000.0,30,0.9666666666666667,1,4,1,0,0,0,1,1,0,0,0,0,0,medio_baixo
6,35000.0,312,0.8205128205128205,3,4,1,0,0,1,1,0,1,1,0,0,0,gratuito
1,0.0,0,0.0,1,4,1,0,0,0,1,0,0,1,0,0,0,gratuito
3,10000.0,68,0.8529411764705882,9,2,1,0,0,0,1,1,0,0,0,0,0,alto
11,150000.0,750,0.7853333333333333,1,2,1,1,0,0,1,1,0,0,0,0,0,baixo
1,0.0,0,0.0,1,2,1,0,0,0,1,0,0,1,0,0,0,medio_baixo
2,10000.0,8,0.75,3,2,1,0,0,0,1,0,1,0,0,0,0,medio_alto
4,35000.0,415,0.8216867469879519,7,3,1,0,0,1,1,1,1,0,0,0,0,medio_baixo
8,10000.0,9,0.6666666666666666,2,3,1,0,0,0,1,1,1,0,0,0,0,baixo
5,10000.0,40,0.975,4,4,1,0,0,0,1,0,1,1,0,1,0,medio_baixo
5,10000.0,33,0.8484848484848485,1,1,1,1,1,0,1,0,0,0,0,0,0,medio_baixo
6,35000.0,460,0.9,1,6,1,0,0,1,1,1,1,0,1,1,1,baixo
6,150000.0,16,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,gratuito
1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
6,10000.0,5,0.8,1,3,1,0,0,0,0,0,0,0,0,0,1,medio_alto
6,10000.0,70,0.8571428571428571,9,3,1,0,0,0,1,1,0,0,0,0,0,alto
1,10000.0,0,0.0,9,3,1,0,0,0,1,1,1,0,0,0,0,baixo
2,0.0,0,0.0,30,3,1,0,0,0,1,0,1,1,0,0,0,baixo
5,10000.0,10,0.4,1,2,1,0,0,0,1,0,0,1,0,0,0,baixo
6,10000.0,0,0.0,1,2,1,0,0,0,1,0,0,1,0,0,0,baixo
5,10000.0,36,0.9722222222222222,13,1,1,0,0,0,0,0,1,0,0,0,0,medio_alto
4,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
3,35000.0,362,0.8950276243093923,2,4,1,0,0,1,1,1,0,1,0,0,0,medio_alto
8,350000.0,7190,0.9246175243393602,1,3,1,1,1,1,1,1,0,0,0,0,0,medio_alto
2,10000.0,154,0.538961038961039,10,3,1,0,0,0,1,1,0,0,0,0,0,alto
1,10000.0,0,0.0,1,4,1,0,0,0,1,0,0,1,0,1,1,medio_alto
1,10000.0,0,0.0,27,3,1,1,0,0,1,0,0,1,0,0,0,medio_baixo
5,10000.0,0,0.0,1,5,1,0,0,0,1,0,0,1,1,1,0,medio_alto
4,10000.0,14,0.5714285714285714,1,3,1,0,0,0,1,0,0,1,0,0,0,baixo
1,10000.0,0,0.0,1,3,1,0,0,0,1,0,0,1,0,1,0,baixo
2,10000.0,0,0.0,3,1,1,0,0,0,0,0,0,0,1,0,0,medio_baixo
3,10000.0,12,0.9166666666666666,12,4,1,1,1,0,1,1,0,1,0,1,0,baixo
6,10000.0,20,1.0,1,3,1,0,0,1,1,0,0,1,0,1,0,baixo
4,10000.0,2,1.0,1,3,1,0,0,0,1,0,0,0,0,1,0,baixo
5,35000.0,11,0.9090909090909091,2,5,1,0,0,0,1,0,1,0,1,1,1,medio_alto
1,0.0,0,0.0,1,3,1,0,0,0,1,0,1,0,0,0,0,gratuito
3,10000.0,1,0.0,1,2,1,0,0,0,0,1,0,1,0,0,0,alto
7,10000.0,89,0.8202247191011236,1,2,1,0,0,1,0,0,0,0,1,1,0,alto
1,10000.0,3,0.6666666666666666,1,1,1,0,0,0,1,0,0,0,0,0,0,baixo
7,10000.0,117,0.8974358974358975,8,1,1,0,0,1,0,0,1,0,0,0,0,medio_alto
5,10000.0,0,0.0,5,1,1,1,1,0,0,0,0,1,0,0,0,medio_alto
2,0.0,0,0.0,103,2,1,0,0,0,1,0,0,1,0,0,0,baixo
9,10000.0,14,0.8571428571428571,1,4,1,0,0,0,0,1,1,0,0,0,1,medio_alto
3,10000.0,3,0.6666666666666666,1,2,1,0,0,0,1,0,0,0,1,0,0,baixo
1,10000.0,0,0.0,4,2,1,0,0,0,0,0,1,1,0,0,0,alto
1,10000.0,0,0.0,1,3,1,0,1,0,1,0,0,1,1,0,0,medio_alto
3,10000.0,4,0.75,3,1,1,0,0,0,0,0,0,0,0,0,1,baixo
2,10000.0,3,1.0,1,4,1,0,0,1,1,1,0,1,1,0,0,baixo
7,10000.0,6,0.5,1,2,1,0,0,0,1,0,0,1,0,0,0,medio_alto
3,10000.0,60,0.7833333333333333,5,3,1,0,0,0,0,1,1,0,0,0,1,alto
1,10000.0,0,0.0,3,2,1,0,0,0,0,0,1,0,1,0,0,alto
9,35000.0,117,0.8803418803418803,1,2,1,0,0,0,1,0,1,0,0,0,0,baixo
1,10000.0,1,1.0,3,1,1,0,0,0,0,0,0,1,0,0,0,medio_baixo
7,10000.0,0,0.0,5,2,0,1,0,0,0,0,0,0,0,0,0,alto
2,10000.0,1,0.0,1,2,1,0,0,0,0,0,0,1,0,0,1,medio_baixo
5,10000.0,12,0.8333333333333334,3,3,1,0,0,0,1,0,0,1,0,1,0,baixo
2,0.0,0,0.0,1,3,1,0,0,0,0,1,0,0,1,0,0,gratuito
3,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,gratuito
6,10000.0,77,0.5844155844155844,3,3,1,0,0,0,0,1,1,1,0,0,0,alto
5,10000.0,63,0.9682539682539683,5,3,1,0,0,0,1,0,0,1,0,1,0,baixo
4,10000.0,17,0.9411764705882353,1,3,1,0,0,0,1,0,1,0,0,0,0,baixo
1,10000.0,0,0.0,1,6,1,0,0,0,1,1,1,1,0,0,1,medio_alto
9,10000.0,23,0.6521739130434783,5,4,1,0,0,0,1,1,0,1,0,0,1,alto
4,10000.0,218,0.9862385321100917,2,4,1,0,0,1,1,0,1,1,0,0,1,medio_baixo
16,75000.0,312,0.8076923076923077,5,1,1,0,0,0,0,0,0,1,0,0,0,medio_baixo
1,0.0,0,0.0,1,3,1,0,0,0,1,0,0,1,0,0,0,gratuito
8,35000.0,147,0.5986394557823129,4,5,1,0,0,1,1,0,0,1,1,1,1,medio_baixo
